Date,DxA4,DxPL,DxSM,CcA4,CcPL,CcSM,FtA4,FtPL,FtSM,DwA4,DwPL,DwSM,NiA4,NikPL,NikSM,OzA4,OzPL,OzSM,tot,,4,,,,,,,,,,,,,,,
03/03/2010,870,59,6,-554,-44,8,-100,-49,7,-65,9,5,236,59,7,323,28,6,62,,,,,,,,,,,,,,,,,
04/03/2010,-21,-21,5,-618,-15,7,139,-6,6,159,48,5,-698,110,7,188,8,7,124,,,,,,,,,,,,,,,,,
05/03/2010,-158,-61,4,170,64,7,-73,-73,5,865,121,6,82,114,7,442,13,7,178,,,,,,,,,,,,,,,,,
08/03/2010,115,-16,4,-91,20,7,-51,-7,5,-277,12,6,401,48,7,-294,-28,6,29,,,,,,,,,,,,,,,,,
09/03/2010,-80,-13,3,122,2,7,-233,5,6,-148,-12,5,850,1,7,276,11,6,-6,,,,,,,,,,,,,,,,,
10/03/2010,-9,-54,3,-578,-36,6,-117,-39,5,-720,-7,5,624,8,8,0,-2,5,-130,,,,,,,,,,,,,,,,,
11/03/2010,858,16,4,-268,-8,5,-742,24,5,-140,-51,5,295,37,8,-997,5,6,23,,,,,,,,,,,,,,,,,
12/03/2010,-318,0,3,170,-7,4,-869,-9,4,-1907,-13,5,-1305,26,8,581,6,7,3,,,,,,,,,,,,,,,,,
15/03/2010,528,-30,3,-237,30,5,485,-32,3,-79,-19,5,-1010,50,9,396,-35,7,-36,,,,,,,,,,,,,,,,,
16/03/2010,-54,-36,2,-253,-25,4,-540,-26,2,347,44,5,368,3,10,-533,-8,6,-48,,,,,,,,,,,,,,,,,
17/03/2010,-775,-25,1,-410,-4,4,159,25,3,-59,-48,4,1290,58,10,-282,-50,5,-44,,,,,,,,,,,,,,,,,
18/03/2010,181,7,2,-446,-1,4,-664,2,4,-400,-46,3,-102,98,10,596,4,5,64,,,,,,,,,,,,,,,,,
19/03/2010,238,-50,2,-825,28,4,-453,-7,4,465,-38,2,438,39,10,615,13,5,-15,,,,,,,,,,,,,,,,,
22/03/2010,293,27,3,-615,-19,3,-72,6,5,297,45,2,0,0,0,656,-29,5,30,,,,,,,,,,,,,,,,,
23/03/2010,-29,-30,3,-91,-25,2,219,30,5,-140,-102,2,-1363,19,10,-440,-32,4,-140,,,,,,,,,,,,,,,,,
24/03/2010,-77,-1,3,-56,10,3,-413,-4,5,-1612,52,3,81,-14,9,310,6,5,49,,,,,,,,,,,,,,,,,
25/03/2010,-578,-89,2,411,48,4,-419,-50,4,126,3,4,-518,29,9,472,0,4,-59,,,,,,,,,,,,,,,,,
26/03/2010,922,-6,2,-881,2,5,-948,25,5,-28,-9,4,-74,-101,8,255,15,4,-74,,,,,,,,,,,,,,,,,
29/03/2010,-311,-7,2,592,-1,4,-314,-8,5,648,47,5,1322,76,8,-43,3,5,110,,,,,,,,,,,,,,,,,
30/03/2010,-460,46,3,-99,31,5,-705,39,6,-703,-12,4,1160,75,8,311,10,6,189,,,,,,,,,,,,,,,,,
31/03/2010,677,15,4,273,-8,5,-695,-8,5,-553,50,5,-1601,49,8,119,-29,6,69,,,,,,,,,,,,,,,,,
01/04/2010,880,47,4,435,37,6,-885,-65,4,748,70,6,564,65,8,-834,-29,5,125,,,,,,,,,,,,,,,,,
02/04/2010,0,0,0,0,0,0,0,0,0,0,0,0,-1871,-12,7,0,0,0,-12,,,,,,,,,,,,,,,,,
05/04/2010,268,0,4,0,0,0,0,0,0,1299,46,7,-1537,42,7,0,0,0,88,,,,,,,,,,,,,,,,,
06/04/2010,-183,-2,3,-800,-5,5,-326,-35,4,-316,2,7,-1495,69,7,190,32,5,61,,,,,,,,,,,,,,,,,
07/04/2010,-376,26,4,-610,22,6,-488,18,4,324,-64,7,1019,-3,7,-570,-8,5,-9,,,,,,,,,,,,,,,,,
08/04/2010,-1993,28,5,-297,29,7,209,-49,3,230,30,7,58,-12,6,12,-9,5,17,,,,,,,,,,,,,,,,,
09/04/2010,786,24,6,848,43,7,509,58,4,1076,70,7,337,29,7,901,8,5,232,,,,,,,,,,,,,,,,,
12/04/2010,13,-33,6,106,-28,6,90,7,5,303,9,8,-494,49,7,143,31,6,35,,,,,,,,,,,,,,,,,
13/04/2010,-108,5,7,-660,7,6,89,-16,4,1006,12,8,56,-42,6,-282,29,6,-5,,,,,,,,,,,,,,,,,
14/04/2010,-46,-9,6,613,6,7,-169,-34,4,871,102,9,81,-8,5,537,34,6,91,,,,,,,,,,,,,,,,,
15/04/2010,-1205,-4,5,463,-3,6,-233,-29,3,-506,-22,8,157,-36,4,852,-2,5,-96,,,,,,,,,,,,,,,,,
16/04/2010,-223,84,5,-21,58,7,-185,81,4,-502,125,8,-669,129,5,941,-15,5,462,,,,,,,,,,,,,,,,,
19/04/2010,214,3,6,76,5,7,225,-16,4,99,74,8,-943,21,5,114,-51,5,36,,,,,,,,,,,,,,,,,
20/04/2010,264,70,7,277,39,8,480,56,5,1019,24,8,36,-59,4,164,12,5,142,,,,,,,,,,,,,,,,,
21/04/2010,717,-51,6,84,-59,7,-40,61,5,235,8,9,567,58,5,394,29,6,46,,,,,,,,,,,,,,,,,
22/04/2010,-172,60,6,-29,45,7,594,-58,5,197,14,9,-628,39,6,-143,34,7,134,,,,,,,,,,,,,,,,,
23/04/2010,937,67,6,-318,-29,6,-203,-59,4,298,72,9,-62,17,6,430,-20,6,48,,,,,,,,,,,,,,,,,
26/04/2010,659,15,7,-219,-2,6,397,30,4,679,0,8,-337,-126,5,0,0,0,-83,,,,,,,,,,,,,,,,,
27/04/2010,-5,172,7,-509,144,6,-179,150,5,-882,212,8,140,104,6,175,-5,5,777,,,,,,,,,,,,,,,,,
28/04/2010,-265,57,8,-64,28,6,157,-17,5,-686,-56,7,-38,81,7,-105,32,5,125,,,,,,,,,,,,,,,,,
29/04/2010,71,34,9,492,45,7,476,31,6,1174,121,8,0,0,0,-315,34,5,265,,,,,,,,,,,,,,,,,
30/04/2010,184,-20,8,68,-13,6,-300,65,6,23,-159,7,661,-5,7,-502,-11,5,-143,,,,,,,,,,,,,,,,,
03/05/2010,249,44,8,82,31,6,0,0,0,563,142,7,0,0,0,-355,5,6,222,,,,,,,,,,,,,,,,,
04/05/2010,-1240,169,8,-1108,138,6,-141,142,7,-1408,223,7,0,0,0,-47,49,7,721,,,,,,,,,,,,,,,,,
05/05/2010,-563,63,9,-870,52,7,-486,69,7,204,-51,6,0,0,0,-211,39,7,172,,,,,,,,,,,,,,,,,
06/05/2010,-484,12,9,190,-28,6,-279,81,7,-496,348,6,-295,152,7,-711,76,7,641,,,,,,,,,,,,,,,,,
07/05/2010,-18,76,9,-961,62,7,-374,138,8,99,-139,5,-714,108,7,61,-62,6,183,,,,,,,,,,,,,,,,,
10/05/2010,673,204,9,29,114,8,1210,264,9,1177,399,6,656,132,8,189,101,7,1214,,,,,,,,,,,,,,,,,
11/05/2010,-32,-116,8,100,38,8,96,-53,8,65,-32,5,-709,232,8,-239,57,8,126,,,,,,,,,,,,,,,,,
12/05/2010,1243,157,8,-75,-68,7,273,50,8,12,155,6,-1055,71,8,-168,-20,7,345,,,,,,,,,,,,,,,,,
13/05/2010,226,11,8,-461,42,7,402,50,9,-909,114,6,218,78,8,72,66,7,361,,,,,,,,,,,,,,,,,
14/05/2010,-571,169,9,-507,147,8,-1097,171,9,-657,161,7,438,10,9,469,-25,7,633,,,,,,,,,,,,,,,,,
17/05/2010,500,37,9,-343,-17,7,709,-1,8,435,9,7,-971,93,9,-711,121,7,242,,,,,,,,,,,,,,,,,
18/05/2010,-588,-12,8,592,16,7,-71,-45,7,-97,115,7,-36,70,9,-518,11,7,155,,,,,,,,,,,,,,,,,
19/05/2010,-311,103,8,-82,45,7,-355,149,7,334,-62,7,99,100,10,-271,73,7,408,,,,,,,,,,,,,,,,,
20/05/2010,-1078,155,8,-545,89,8,-123,85,7,-979,372,7,-173,92,10,-377,76,7,869,,,,,,,,,,,,,,,,,
21/05/2010,360,-6,7,120,-2,7,10,-10,6,959,129,8,-466,39,10,218,11,8,161,,,,,,,,,,,,,,,,,
24/05/2010,-556,52,7,328,-29,6,-51,-7,5,-1237,127,8,646,3,10,-128,-75,7,71,,,,,,,,,,,,,,,,,
25/05/2010,104,10,8,-570,-4,5,-323,129,6,283,-17,8,-1256,172,10,-254,109,7,399,,,,,,,,,,,,,,,,,
26/05/2010,17,23,8,544,16,6,108,97,6,206,-71,7,-1520,44,10,-474,-17,7,92,,,,,,,,,,,,,,,,,
27/05/2010,317,134,8,690,92,6,479,157,6,691,287,7,885,221,10,234,63,7,954,,,,,,,,,,,,,,,,,
28/05/2010,876,-17,7,138,-38,5,-807,7,6,540,-121,6,401,-43,9,436,64,8,-148,,,,,,,,,,,,,,,,,
31/05/2010,-230,-30,6,-397,-2,5,0,0,0,0,0,0,-32,-34,8,445,-16,7,-82,,,,,,,,,,,,,,,,,
01/06/2010,-321,-37,6,-349,-21,4,-464,25,7,-157,110,6,-479,35,8,311,-17,6,95,,,,,,,,,,,,,,,,,
02/06/2010,-347,-58,5,290,30,4,476,-12,7,1390,224,6,-866,1,8,120,-24,5,161,,,,,,,,,,,,,,,,,
03/06/2010,316,-21,4,-4,16,4,690,60,7,1120,4,7,1079,155,8,615,82,5,296,,,,,,,,,,,,,,,,,
04/06/2010,-470,142,5,-278,112,5,-312,85,7,-735,318,7,-496,8,8,11,-21,4,644,,,,,,,,,,,,,,,,,
07/06/2010,232,29,5,143,17,6,-22,57,8,-384,116,7,-80,184,8,-153,87,5,490,,,,,,,,,,,,,,,,,
08/06/2010,157,-48,4,-556,54,7,288,-41,8,-563,-127,6,136,89,8,-61,-53,4,-126,,,,,,,,,,,,,,,,,
09/06/2010,-90,-89,3,61,35,7,144,58,8,-460,43,7,-770,37,8,218,-3,4,81,,,,,,,,,,,,,,,,,
10/06/2010,176,98,3,233,100,7,313,46,8,1282,270,8,-469,-66,7,-67,-45,3,403,,,,,,,,,,,,,,,,,
11/06/2010,11,-35,3,361,19,8,52,32,8,768,44,8,-646,-4,7,401,48,3,104,,,,,,,,,,,,,,,,,
14/06/2010,-324,-12,3,-85,-43,8,398,38,8,90,-21,8,376,55,8,0,0,0,17,,,,,,,,,,,,,,,,,
15/06/2010,104,86,4,-532,-71,8,-139,-16,7,981,213,8,137,42,8,109,1,4,255,,,,,,,,,,,,,,,,,
16/06/2010,68,-12,4,58,-14,7,-84,-20,7,201,6,8,691,24,8,0,0,0,-16,,,,,,,,,,,,,,,,,
17/06/2010,630,42,5,53,11,7,-444,-16,6,126,24,8,-220,10,8,-664,23,5,94,,,,,,,,,,,,,,,,,
18/06/2010,624,-7,4,-87,-2,6,116,-3,5,407,16,8,395,-33,7,-585,-27,5,-56,,,,,,,,,,,,,,,,,
21/06/2010,-422,27,4,-350,15,6,89,48,5,-282,10,8,409,129,7,29,45,5,274,,,,,,,,,,,,,,,,,
22/06/2010,671,14,5,26,2,6,-904,52,6,-976,148,9,-707,19,7,-95,44,6,279,,,,,,,,,,,,,,,,,
23/06/2010,-649,14,6,-340,24,6,551,-69,5,-227,-5,8,-485,49,7,-73,59,6,72,,,,,,,,,,,,,,,,,
24/06/2010,-388,117,6,-226,111,6,827,-78,4,-242,144,8,-732,-25,7,140,-20,6,249,,,,,,,,,,,,,,,,,
25/06/2010,-162,45,7,-223,39,6,-100,54,4,-355,10,8,110,-42,7,-46,54,7,160,,,,,,,,,,,,,,,,,
28/06/2010,129,60,8,181,38,7,-135,-26,3,69,-5,8,-86,65,7,-70,35,8,167,,,,,,,,,,,,,,,,,
29/06/2010,-211,110,8,-331,87,8,-282,158,4,-873,266,8,-373,147,7,-38,36,8,804,,,,,,,,,,,,,,,,,
30/06/2010,-26,6,9,104,-5,8,123,3,5,-282,94,8,-134,13,7,-249,22,8,133,,,,,,,,,,,,,,,,,
01/07/2010,-54,29,9,79,-47,7,-262,111,6,361,-41,7,-324,105,7,-213,47,8,204,,,,,,,,,,,,,,,,,
02/07/2010,-622,51,10,99,-24,7,586,32,7,-255,46,7,-75,31,8,43,-8,8,128,,,,,,,,,,,,,,,,,
05/07/2010,12,-38,9,-281,31,7,-255,14,7,0,0,0,26,37,8,-111,15,8,59,,,,,,,,,,,,,,,,,
06/07/2010,-389,-94,8,228,71,7,489,141,7,-1697,-58,6,256,180,8,377,56,8,296,,,,,,,,,,,,,,,,,
07/07/2010,377,97,8,370,97,7,-446,-50,7,1307,274,6,-376,43,8,-362,25,8,486,,,,,,,,,,,,,,,,,
08/07/2010,905,10,8,-205,-22,6,583,91,8,-1276,-120,6,624,73,9,203,76,9,108,,,,,,,,,,,,,,,,,
09/07/2010,456,-5,7,415,-13,5,193,27,8,-417,-59,5,-482,17,10,160,37,9,4,,,,,,,,,,,,,,,,,
12/07/2010,-398,3,7,170,5,5,177,34,9,-543,-17,4,-255,-8,9,35,15,9,32,,,,,,,,,,,,,,,,,
13/07/2010,399,113,7,6,70,5,286,104,9,226,145,5,-112,56,9,4,-24,8,464,,,,,,,,,,,,,,,,,
14/07/2010,-311,5,7,-23,19,6,-51,17,9,-39,4,5,1051,87,9,23,59,8,191,,,,,,,,,,,,,,,,,
15/07/2010,-125,39,7,-57,35,7,-76,43,9,81,-8,4,-622,15,9,-47,15,8,139,,,,,,,,,,,,,,,,,
16/07/2010,-131,126,7,-393,95,8,-330,52,9,-698,258,5,-144,193,9,-99,20,9,744,,,,,,,,,,,,,,,,,
19/07/2010,6,-26,7,384,10,8,-77,11,9,225,56,5,0,0,0,3,-47,8,4,,,,,,,,,,,,,,,,,
20/07/2010,-465,72,8,-109,44,8,-131,8,9,536,78,6,1188,33,9,76,41,8,276,,,,,,,,,,,,,,,,,
21/07/2010,160,-22,7,-285,6,8,335,75,10,-390,106,6,-832,125,9,444,-1,7,289,,,,,,,,,,,,,,,,,
22/07/2010,863,171,7,-274,-128,8,884,99,10,-4,-200,6,-227,-5,8,234,-31,6,-94,,,,,,,,,,,,,,,,,
23/07/2010,151,41,8,-287,-11,8,-226,1,10,1011,104,7,1284,51,8,159,63,6,249,,,,,,,,,,,,,,,,,
26/07/2010,358,-7,7,-465,-1,7,-151,-38,9,-109,-101,7,-501,17,8,-57,-21,5,-151,,,,,,,,,,,,,,,,,
27/07/2010,-131,4,7,-179,-5,6,-14,-15,8,827,13,7,167,-16,8,-535,-7,5,-26,,,,,,,,,,,,,,,,,
28/07/2010,189,-60,6,-557,11,6,-1491,46,8,687,-39,6,-203,-139,7,82,28,5,-153,,,,,,,,,,,,,,,,,
29/07/2010,-54,68,6,-280,28,6,114,-6,7,-711,32,7,625,42,7,-791,5,5,169,,,,,,,,,,,,,,,,,
30/07/2010,673,25,6,-209,4,6,-14,56,7,-255,-1,6,-196,122,7,184,-24,4,182,,,,,,,,,,,,,,,,,
02/08/2010,623,104,7,35,76,6,120,139,7,-308,-205,5,-302,5,7,-108,-45,4,74,,,,,,,,,,,,,,,,,
03/08/2010,-249,-28,6,-422,-3,5,-612,1,7,-1009,38,5,457,-23,6,-393,-17,3,-32,,,,,,,,,,,,,,,,,
04/08/2010,1070,43,7,-541,-14,4,-875,10,7,-850,-50,4,-405,118,6,-1101,24,4,131,,,,,,,,,,,,,,,,,
05/08/2010,586,1,7,-115,0,4,-640,20,7,-268,5,5,110,14,7,318,18,5,58,,,,,,,,,,,,,,,,,
06/08/2010,-753,101,7,-971,65,5,211,-34,6,927,-15,4,-123,-81,6,43,3,5,39,,,,,,,,,,,,,,,,,
09/08/2010,127,25,8,31,13,6,-292,-78,6,629,44,5,143,36,6,146,35,6,75,,,,,,,,,,,,,,,,,
10/08/2010,-374,30,8,-446,38,7,123,-34,6,-563,53,5,-479,79,7,122,-51,6,115,,,,,,,,,,,,,,,,,
11/08/2010,-341,81,9,-601,77,7,-428,131,6,-623,253,6,-394,130,8,-262,75,6,747,,,,,,,,,,,,,,,,,
12/08/2010,285,-7,8,-196,-10,6,431,21,7,6,-42,5,415,88,8,-92,40,6,90,,,,,,,,,,,,,,,,,
13/08/2010,274,-53,7,-188,39,6,-370,-9,6,126,-17,5,-691,-38,7,290,57,7,-21,,,,,,,,,,,,,,,,,
16/08/2010,54,-22,6,-62,25,6,382,1,6,-276,1,6,152,52,7,52,-6,7,51,,,,,,,,,,,,,,,,,
17/08/2010,652,81,7,-494,-48,6,-9,-74,5,237,108,6,-523,-72,7,453,38,8,33,,,,,,,,,,,,,,,,,
18/08/2010,-974,-3,6,149,-3,6,34,-47,4,544,17,7,-397,21,7,-167,-14,7,-29,,,,,,,,,,,,,,,,,
19/08/2010,-795,141,6,-301,95,7,-454,92,4,471,-140,6,97,120,7,423,12,7,320,,,,,,,,,,,,,,,,,
20/08/2010,-668,75,6,-678,44,7,-154,16,5,-536,57,7,-349,60,8,-940,36,7,288,,,,,,,,,,,,,,,,,
23/08/2010,227,-6,5,330,16,7,151,40,6,-175,42,7,-258,30,8,68,-4,6,118,,,,,,,,,,,,,,,,,
24/08/2010,-562,28,5,-336,32,7,-370,79,7,-101,133,7,-329,30,8,-169,37,7,339,,,,,,,,,,,,,,,,,
25/08/2010,-453,25,5,-90,33,7,-399,47,7,-328,-20,6,-102,59,8,-98,51,7,195,,,,,,,,,,,,,,,,,
26/08/2010,59,-24,5,34,-16,7,-353,-47,6,198,-74,6,-1217,2,8,-378,-28,6,-187,,,,,,,,,,,,,,,,,
27/08/2010,-355,-51,5,-60,-47,6,-85,-46,6,-223,-169,6,877,180,9,-54,-22,5,-155,,,,,,,,,,,,,,,,,
30/08/2010,-904,61,6,-104,32,6,0,0,0,-707,136,6,823,8,9,72,69,6,306,,,,,,,,,,,,,,,,,
31/08/2010,341,79,6,433,56,7,-234,-23,5,-59,-9,5,-567,175,10,58,-32,5,246,,,,,,,,,,,,,,,,,
01/09/2010,-190,-147,6,194,116,8,-28,-141,5,151,254,5,-604,-94,9,146,80,6,68,,,,,,,,,,,,,,,,,
02/09/2010,-65,-12,5,186,21,8,76,5,6,-45,-50,5,217,-7,8,263,21,6,-22,,,,,,,,,,,,,,,,,
03/09/2010,28,43,5,144,30,8,341,57,6,-132,-126,4,202,16,8,179,11,6,31,,,,,,,,,,,,,,,,,
06/09/2010,216,-1,5,-354,10,8,353,11,6,0,0,0,1066,101,8,92,33,7,154,,,,,,,,,,,,,,,,,
07/09/2010,601,-19,4,-319,25,8,-376,31,6,-801,106,4,229,-6,7,-233,-2,6,135,,,,,,,,,,,,,,,,,
08/09/2010,79,65,4,651,44,8,456,22,6,554,49,4,-173,74,7,-15,24,6,278,,,,,,,,,,,,,,,,,
09/09/2010,277,80,5,146,55,9,-52,-64,5,263,27,5,-362,23,7,318,40,7,161,,,,,,,,,,,,,,,,,
10/09/2010,11,29,6,-441,-23,9,-316,-8,5,65,48,6,215,107,7,-876,21,8,174,,,,,,,,,,,,,,,,,
13/09/2010,37,3,6,-258,-2,8,-19,-64,5,-412,-85,6,1351,-4,6,275,41,8,-111,,,,,,,,,,,,,,,,,
14/09/2010,786,13,6,-453,-7,7,-21,-1,5,638,-19,5,147,-21,5,-705,-8,8,-43,,,,,,,,,,,,,,,,,
15/09/2010,-452,21,7,-504,20,7,105,-11,5,-747,-47,5,1576,274,6,-292,-33,7,224,,,,,,,,,,,,,,,,,
16/09/2010,645,-5,7,310,-22,6,-375,16,5,-405,-23,4,-1097,104,7,-696,53,7,123,,,,,,,,,,,,,,,,,
17/09/2010,23,-88,6,-174,56,6,83,-32,4,-200,-12,4,-663,-44,6,962,27,7,-93,,,,,,,,,,,,,,,,,
20/09/2010,898,64,7,-227,-50,5,742,94,4,575,146,5,0,0,0,595,-3,6,251,,,,,,,,,,,,,,,,,
21/09/2010,-683,5,8,-771,-2,4,468,-26,3,-37,-8,4,-1269,99,6,146,-19,6,49,,,,,,,,,,,,,,,,,
22/09/2010,-502,78,8,4,-62,3,998,-24,2,-979,22,4,276,3,7,52,10,6,27,,,,,,,,,,,,,,,,,
23/09/2010,-538,67,8,63,-51,2,-1439,5,3,-119,76,4,0,0,0,86,8,6,105,,,,,,,,,,,,,,,,,
24/09/2010,437,124,8,672,94,3,-392,-51,3,-31,-196,3,155,37,7,-209,18,6,26,,,,,,,,,,,,,,,,,
27/09/2010,-433,29,8,-366,31,4,-303,25,4,-1132,48,4,-100,-46,6,169,55,6,142,,,,,,,,,,,,,,,,,
28/09/2010,-314,-18,7,-213,-11,4,-468,-5,4,63,49,5,391,-51,5,388,-1,6,-37,,,,,,,,,,,,,,,,,
29/09/2010,-341,49,7,-334,44,4,34,-9,4,-597,23,6,-11,-29,5,371,-29,6,49,,,,,,,,,,,,,,,,,
30/09/2010,-113,-15,7,98,3,5,-124,20,4,-229,48,7,-135,186,6,-234,57,6,299,,,,,,,,,,,,,,,,,
01/10/2010,-1066,33,8,312,-31,4,-425,-44,4,276,40,8,785,-37,5,367,-11,5,-50,,,,,,,,,,,,,,,,,
04/10/2010,-689,71,8,-311,39,5,-172,37,4,-141,78,8,-536,30,5,52,36,6,291,,,,,,,,,,,,,,,,,
05/10/2010,999,84,8,536,83,6,-292,-80,4,404,192,9,373,182,6,-28,7,7,468,,,,,,,,,,,,,,,,,
06/10/2010,-258,-22,7,-71,-14,6,155,45,5,-909,-31,8,76,103,6,464,64,7,145,,,,,,,,,,,,,,,,,
07/10/2010,81,-3,6,-370,-1,6,-268,19,5,-909,19,8,1361,24,6,394,6,7,64,,,,,,,,,,,,,,,,,
08/10/2010,513,23,6,62,0,5,10,-4,5,239,58,9,-1420,87,6,247,0,6,164,,,,,,,,,,,,,,,,,
11/10/2010,-649,-2,5,-66,2,5,104,14,5,-1642,-3,8,0,0,0,318,16,6,27,,,,,,,,,,,,,,,,,
12/10/2010,1,48,6,-156,-11,5,3,-10,5,-459,-9,7,-1084,260,7,-11,70,7,348,,,,,,,,,,,,,,,,,
13/10/2010,-144,-95,5,-360,-59,4,-28,-85,5,1041,73,7,-29,70,8,22,-3,7,-99,,,,,,,,,,,,,,,,,
14/10/2010,712,9,6,-266,14,4,-845,20,5,396,-2,6,825,69,9,341,60,7,170,,,,,,,,,,,,,,,,,
15/10/2010,231,14,6,159,-3,4,-149,24,6,-2000,33,6,-845,51,9,413,-1,7,118,,,,,,,,,,,,,,,,,
18/10/2010,453,51,6,288,31,4,275,39,6,1043,81,6,1,-20,9,288,-35,6,147,,,,,,,,,,,,,,,,,
19/10/2010,345,-17,5,-817,22,4,-462,38,7,-385,161,6,423,49,9,312,-3,5,250,,,,,,,,,,,,,,,,,
20/10/2010,-120,-55,5,-86,-35,4,-315,-25,6,457,134,7,-315,18,9,-872,20,5,57,,,,,,,,,,,,,,,,,
21/10/2010,602,96,6,459,57,5,74,29,6,1108,42,7,-153,68,9,-284,9,5,301,,,,,,,,,,,,,,,,,
22/10/2010,983,11,6,-501,-10,5,-130,17,7,-342,13,7,-183,-23,8,-527,-20,5,-12,,,,,,,,,,,,,,,,,
25/10/2010,-89,6,7,-315,25,5,-112,-11,6,641,31,8,185,-23,7,58,65,5,93,,,,,,,,,,,,,,,,,
26/10/2010,557,-20,6,70,-2,5,-115,45,7,189,7,9,99,-10,6,124,-18,4,2,,,,,,,,,,,,,,,,,
27/10/2010,67,-23,6,-574,20,6,-398,61,8,995,-42,8,-1033,49,6,547,-39,4,26,,,,,,,,,,,,,,,,,
28/10/2010,-523,5,6,319,-3,5,287,32,8,1054,-13,8,-694,3,6,247,25,4,49,,,,,,,,,,,,,,,,,
29/10/2010,161,15,6,-20,-5,5,686,-3,7,530,-2,7,-212,125,6,-22,24,5,154,,,,,,,,,,,,,,,,,
01/11/2010,-329,32,6,-81,24,5,716,20,7,-790,-5,6,1088,-12,6,-145,-34,5,25,,,,,,,,,,,,,,,,,
02/11/2010,87,54,7,-469,-36,4,-200,-62,6,249,64,6,-561,-20,5,111,4,6,4,,,,,,,,,,,,,,,,,
03/11/2010,-1567,48,8,-124,37,5,-381,8,7,-336,-30,5,0,0,0,176,17,6,80,,,,,,,,,,,,,,,,,
04/11/2010,146,57,8,76,32,5,663,114,7,1277,218,5,-188,-76,4,621,29,6,374,,,,,,,,,,,,,,,,,
05/11/2010,-351,-10,7,-222,11,6,-151,-12,6,-1090,-9,4,-338,-125,3,571,33,7,-112,,,,,,,,,,,,,,,,,
08/11/2010,-193,-4,6,-778,1,6,-467,25,7,-122,33,4,381,33,4,-436,19,7,107,,,,,,,,,,,,,,,,,
09/11/2010,-678,-46,6,-114,-42,6,-355,-25,6,-824,57,4,-125,-27,4,-153,28,8,-55,,,,,,,,,,,,,,,,,
10/11/2010,287,-40,6,-576,35,6,-51,58,6,-170,-14,4,305,82,5,286,-41,8,80,,,,,,,,,,,,,,,,,
11/11/2010,899,-25,5,-270,34,7,702,-2,5,-75,44,5,-148,17,5,35,25,8,93,,,,,,,,,,,,,,,,,
12/11/2010,-127,-84,4,674,34,8,34,-18,5,57,-88,5,180,-85,4,-476,31,8,-210,,,,,,,,,,,,,,,,,
15/11/2010,221,85,4,160,54,8,-386,-23,4,-391,-8,5,391,46,4,-76,7,9,161,,,,,,,,,,,,,,,,,
16/11/2010,-610,88,4,226,-75,8,-1010,138,5,211,-171,4,-467,96,5,-60,-2,8,74,,,,,,,,,,,,,,,,,
17/11/2010,378,41,4,-43,-38,7,14,11,5,-427,10,5,1273,119,6,-50,57,8,200,,,,,,,,,,,,,,,,,
18/11/2010,-80,-66,3,-197,-44,6,-109,-76,4,-441,-171,4,236,193,7,-233,-17,7,-181,,,,,,,,,,,,,,,,,
19/11/2010,-12,-3,3,-555,12,6,88,-36,4,1488,23,5,-772,103,8,77,-14,6,85,,,,,,,,,,,,,,,,,
22/11/2010,-76,70,4,-310,74,6,49,-52,3,209,-23,4,535,-18,7,-210,-6,5,45,,,,,,,,,,,,,,,,,
23/11/2010,-705,87,5,-127,68,7,276,-100,3,-4,142,4,0,0,0,-32,51,5,248,,,,,,,,,,,,,,,,,
24/11/2010,14,83,6,-345,-10,6,-230,-76,2,289,150,5,-858,-87,7,5,3,6,63,,,,,,,,,,,,,,,,,
25/11/2010,-565,-45,6,-186,-8,5,156,42,3,0,0,0,-1699,38,7,-394,0,5,27,,,,,,,,,,,,,,,,,
26/11/2010,-542,-7,6,135,0,4,62,-30,3,-664,92,5,131,-38,6,148,2,5,19,,,,,,,,,,,,,,,,,
29/11/2010,-1372,170,6,-752,111,4,-223,118,4,-265,32,6,489,50,7,377,20,5,501,,,,,,,,,,,,,,,,,
30/11/2010,11,-45,5,-116,34,5,375,-23,3,317,-44,6,128,-133,6,78,-29,5,-240,,,,,,,,,,,,,,,,,
01/12/2010,727,119,5,-310,-34,5,-36,-114,2,796,249,7,-75,-48,5,58,3,5,175,,,,,,,,,,,,,,,,,
02/12/2010,-120,-62,5,397,52,6,680,126,3,522,106,7,317,18,5,-105,-69,5,171,,,,,,,,,,,,,,,,,
03/12/2010,470,1,6,-123,-7,5,-207,23,4,-188,-20,7,-85,54,5,-62,-7,5,44,,,,,,,,,,,,,,,,,
06/12/2010,66,-16,5,-295,10,5,-129,-25,4,499,-19,6,113,-8,4,57,-3,5,-61,,,,,,,,,,,,,,,,,
07/12/2010,-45,-14,4,-518,-50,4,41,38,5,-19,5,7,123,-12,4,370,34,5,1,,,,,,,,,,,,,,,,,
08/12/2010,255,0,3,682,42,5,163,-14,5,-856,-18,6,-620,-32,4,-147,24,5,2,,,,,,,,,,,,,,,,,
09/12/2010,-1045,54,4,-9,0,5,-277,-14,4,40,0,5,-919,-8,3,932,34,6,66,,,,,,,,,,,,,,,,,
10/12/2010,436,18,5,25,-13,5,-263,-5,4,805,40,5,-312,162,4,-679,-4,5,198,,,,,,,,,,,,,,,,,
13/12/2010,-698,-1,4,-146,-19,4,620,48,4,439,23,5,-144,-81,3,-130,-7,4,-37,,,,,,,,,,,,,,,,,
